,VARIABLE,LEVEL,_LABEL,_TABLE,CHECKED,,
3243,OCC_NWOS_2,8,,,,,
3248,OCC_NWOS_2,9,,,,,
3253,OCC_NWOS_2,99,,,,,
3258,OWNER_BIZ_PARTNER,0,,,,,
3263,OWNER_BIZ_PARTNER,1,,,,,
3268,OWNER_CLUB,0,,,,,
3273,OWNER_CLUB,1,,,,,
3278,OWNER_FAM_PARTNER,0,,,,,
3283,OWNER_FAM_PARTNER,1,,,,,
3288,OWNER_FMC,0,,,,,
3293,OWNER_FMC,1,,,,,
3298,OWNER_FOREST_INDUSTRY,0,,,,,
3303,OWNER_FOREST_INDUSTRY,1,,,,,
3308,OWNER_INDIV_JOINT,0,,,,,
3313,OWNER_INDIV_JOINT,1,,,,,
3318,OWNER_NPO,0,,,,,
3323,OWNER_NPO,1,,,,,
3328,OWNER_OTHER,0,,,,,
3333,OWNER_OTHER,1,,,,,
3338,OWNER_OTHER_CORP,0,,,,,
3343,OWNER_OTHER_CORP,1,,,,,
3348,OWNER_TIMO,0,,,,,
3353,OWNER_TIMO,1,,,,,
3358,OWNER_TRUST,0,,,,,
3363,OWNER_TRUST,1,,,,,
3368,PARCELS_NUM,,,,,,
3370,PRIMARY_RESIDENCE_2,0,,,,,
3375,PRIMARY_RESIDENCE_2,1,,,,,
3380,RACE_ASIAN,-2,,,,,
3385,RACE_ASIAN,0,,,,,
3390,RACE_ASIAN,1,,,,,
3395,RACE_BLACK,-2,,,,,
3400,RACE_BLACK,0,,,,,
3405,RACE_BLACK,1,,,,,
3410,RACE_HAWAIIAN,-2,,,,,
3415,RACE_HAWAIIAN,0,,,,,
3420,RACE_HAWAIIAN,1,,,,,
3425,RACE_INDIAN,-2,,,,,
3430,RACE_INDIAN,0,,,,,
3435,RACE_INDIAN,1,,,,,
3440,RACE_WHITE,-2,,,,,
3445,RACE_WHITE,0,,,,,
3450,RACE_WHITE,1,,,,,
3455,REGION_1,,,,,,
3457,REGION_2,,,,,,
3459,REGION_3,,,,,,
3461,REGION_4,,,,,,
3463,REGION_5,,,,,,
3465,REGION_6,,,,,,
3467,REGION_7,,,,,,
3469,REGION_8,,,,,,
3471,REGION_9,,,,,,
3473,RESTRICT_HARVESTING,-2,,,,,
3478,RESTRICT_HARVESTING,0,,,,,
3483,RESTRICT_HARVESTING,1,,,,,
3488,RESTRICT_LAND_USE,-2,,,,,
3493,RESTRICT_LAND_USE,0,,,,,
3498,RESTRICT_LAND_USE,1,,,,,
3503,RESTRICT_OTHER,-2,,,,,
3508,RESTRICT_OTHER,0,,,,,
3513,RESTRICT_OTHER,1,,,,,
3518,RESTRICT_SUBDIVISION,-2,,,,,
3523,RESTRICT_SUBDIVISION,0,,,,,
3528,RESTRICT_SUBDIVISION,1,,,,,
3533,RETIRED,-2,,,,,
3538,RETIRED,0,,,,,
3543,RETIRED,1,,,,,
3548,ROAD_MAINTENANCE,0,,,1,,
3553,ROAD_MAINTENANCE,1,1,1,1,,
3558,SECONDARY_RESIDENCE_2,0,,,,,
3563,SECONDARY_RESIDENCE_2,1,,,,,
3568,SITE_PREP,0,,,,,
3573,SITE_PREP,1,,,,,
3578,TENURE,,,,,,
3600,TIMBER_HARVEST,0,,,,,
3605,TIMBER_HARVEST,1,,,,,
3610,TOTAL,1,,,,,
3615,TRANSFER,0,,,,,
3620,TRANSFER,1,,,,,
3625,TRANSFER,2,,,,,
3630,TRANSFER,6,,,,,
3635,TREE_PLANTING,0,,,1,,
3640,TREE_PLANTING,1,1,1,1,,
3645,TRN_DEVELOPER,-2,,,,,
3650,TRN_DEVELOPER,0,,,,,
3655,TRN_DEVELOPER,1,,,,,
3660,TRN_FAMILY,-2,,,,,
3665,TRN_FAMILY,0,,,,,
3670,TRN_FAMILY,1,,,,,
3675,TRN_FOREST_INDUSTRY,-2,,,,,
3680,TRN_FOREST_INDUSTRY,0,,,,,
3685,TRN_FOREST_INDUSTRY,1,,,,,
3690,TRN_GOV,-2,,,,,
3695,TRN_GOV,0,,,,,
3700,TRN_GOV,1,,,,,
3705,TRN_INDIVIDUAL,-2,,,,,
3710,TRN_INDIVIDUAL,0,,,,,
3715,TRN_INDIVIDUAL,1,,,,,
3720,TRN_LOGGER,-2,,,,,
3725,TRN_LOGGER,0,,,,,
3730,TRN_LOGGER,1,,,,,
3735,TRN_OTHER,-2,,,,,
3740,TRN_OTHER,0,,,,,
3745,TRN_OTHER,1,,,,,
3750,TRN_RECENT,-2,,,,,
3755,TRN_RECENT,0,,,,,
3760,TRN_RECENT,1,,,,,
3765,TRN_TIMO,-2,,,,,
3770,TRN_TIMO,0,,,,,
3775,TRN_TIMO,1,,,,,
3780,WILDLIFE_HABITAT,0,,,1,,
3785,WILDLIFE_HABITAT,1,1,1,1,,
